date,currency,base_rate,cash_buy,cash_sell,remit_send,remit_receive,usd_conv_rate
20180308,쿠웨이트 KWD,3561.54,3704.00,3276.62,3597.15,3525.93,3.336
20180308,바레인 BHD,2831.34,2944.59,2604.84,2859.65,2803.03,2.652
20180308,아랍에미리트 AED,290.63,302.25,270.58,293.53,287.73,0.272
20180308,요르단 JOD,1505.64,1565.86,1385.19,0.00,0.00,1.410
20180308,이집트 EGP,60.55,0.00,0.00,0.00,0.00,0.057
20180308,태국 THB,34.07,35.77,32.03,34.41,33.73,0.032
20180308,싱가포르 SGD,812.16,828.32,796.00,820.28,804.04,0.761
20180308,말레이시아 MYR,273.33,286.99,256.94,0.00,270.60,0.256
20180308,인도네시아 IDR 100,7.77,8.31,7.00,7.84,7.70,0.007
20180308,카타르 QAR,293.19,0.00,0.00,0.00,0.00,0.275
20180308,카자흐스탄 KZT,3.33,3.69,2.97,0.00,0.00,0.003
20180308,브루나이 BND,807.52,839.82,759.07,0.00,0.00,0.757
20180308,인도 INR,16.45,0.00,0.00,0.00,0.00,0.015
20180308,파키스탄 PKR,9.64,10.02,8.49,0.00,0.00,0.009
20180308,방글라데시 BDT,12.86,13.37,11.32,0.00,0.00,0.012
20180308,필리핀 PHP,20.51,22.35,19.69,20.71,20.31,0.019
20180308,멕시코 MXN,57.05,59.33,50.78,57.62,56.48,0.053
20180308,브라질 BRL,329.03,362.59,302.71,0.00,325.09,0.308
20180308,베트남 VND 100,4.69,5.24,4.14,4.73,4.65,0.004
20180308,남아프리카공화국 ZAR,90.18,95.59,82.97,91.26,89.10,0.085
20180308,러시아 RUB,18.77,20.08,16.71,18.95,18.59,0.018
20180308,헝가리 HUF,4.24,4.57,3.91,4.28,4.20,0.004
20180308,폴란드 PLN,314.68,339.85,289.51,318.14,311.22,0.295
20180309,미국 USD,1074.00,1092.79,1055.21,1084.50,1063.50,1.000
20180309,유럽연합 EUR,1322.09,1348.39,1295.79,1335.31,1308.87,1.231
20180309,일본 JPY,1009.64,1027.30,991.98,1019.53,999.75,0.940
20180309,중국 CNY,169.33,177.79,160.87,171.02,167.64,0.158
20180309,홍콩 HKD,136.99,139.68,134.30,138.35,135.63,0.128
20180309,대만 TWD,36.60,39.89,34.04,0.00,0.00,0.034
20180309,영국 GBP,1483.25,1512.47,1454.03,1498.08,1468.42,1.381
20180309,오만 OMR,2789.54,2956.91,2622.17,0.00,0.00,2.597
20180309,캐나다 CAD,832.88,849.28,816.48,841.20,824.56,0.776
20180309,스위스 CHF,1128.86,1151.09,1106.63,1140.14,1117.58,1.051
20180309,스웨덴 SEK,129.91,133.09,126.73,131.20,128.62,0.121
20180309,호주 AUD,836.43,852.90,819.96,844.79,828.07,0.779
20180309,뉴질랜드 NZD,779.78,795.14,764.42,787.57,771.99,0.726
20180309,체코 CZK,52.03,55.67,47.35,52.60,51.46,0.048
20180309,칠레 CLP,1.77,1.91,1.63,0.00,0.00,0.002
20180309,터키 TRY,280.95,303.42,258.48,284.04,277.86,0.262
20180309,몽골 MNT,0.45,0.53,0.37,0.00,0.00,0.000
20180309,이스라엘 ILS,310.59,323.01,285.75,0.00,0.00,0.289
20180309,덴마크 DKK,177.50,181.84,173.16,179.27,175.73,0.165
20180309,노르웨이 NOK,136.96,140.31,133.61,138.32,135.60,0.128
20180309,사우디아라비아 SAR,286.37,297.82,266.62,289.23,283.51,0.267
20180309,쿠웨이트 KWD,3576.54,3719.60,3290.42,3612.30,3540.78,3.330
20180309,바레인 BHD,2848.58,2962.52,2620.70,2877.06,2820.10,2.652
20180309,아랍에미리트 AED,292.41,304.10,272.24,295.33,289.49,0.272
20180309,요르단 JOD,1514.81,1575.40,1393.63,0.00,0.00,1.410
20180309,이집트 EGP,60.97,0.00,0.00,0.00,0.00,0.057
20180309,태국 THB,34.24,35.95,32.19,34.58,33.90,0.032
20180309,싱가포르 SGD,815.27,831.49,799.05,823.42,807.12,0.759
20180309,말레이시아 MYR,274.79,288.52,258.31,0.00,272.05,0.256
20180309,인도네시아 IDR 100,7.81,8.35,7.03,7.88,7.74,0.007
20180309,카타르 QAR,294.97,0.00,0.00,0.00,0.00,0.275
20180309,카자흐스탄 KZT,3.35,3.71,2.99,0.00,0.00,0.003
20180309,브루나이 BND,812.44,844.93,763.70,0.00,0.00,0.757
20180309,인도 INR,16.50,0.00,0.00,0.00,0.00,0.015
20180309,파키스탄 PKR,9.70,10.08,8.54,0.00,0.00,0.009
20180309,방글라데시 BDT,12.94,13.45,11.39,0.00,0.00,0.012
20180309,필리핀 PHP,20.59,22.44,19.77,20.79,20.39,0.019
20180309,멕시코 MXN,57.60,59.90,51.27,58.17,57.03,0.054
20180309,브라질 BRL,328.68,362.20,302.39,0.00,324.74,0.306
20180309,베트남 VND 100,4.72,5.27,4.17,4.76,4.68,0.004
20180309,남아프리카공화국 ZAR,90.19,95.60,82.98,91.27,89.11,0.084
20180309,러시아 RUB,18.81,20.12,16.75,18.99,18.63,0.018
20180309,헝가리 HUF,4.24,4.57,3.91,4.28,4.20,0.004
20180309,폴란드 PLN,314.49,339.64,289.34,317.94,311.04,0.293
20180310,미국 USD,1071.20,1089.94,1052.46,1081.60,1060.80,1.000
20180310,유럽연합 EUR,1317.04,1343.24,1290.84,1330.21,1303.87,1.230
20180310,일본 JPY,1002.57,1020.11,985.03,1012.39,992.75,0.936
20180310,중국 CNY,169.08,177.53,160.63,170.77,167.39,0.158
20180310,홍콩 HKD,136.65,139.34,133.96,138.01,135.29,0.128
20180310,대만 TWD,36.51,39.79,33.96,0.00,0.00,0.034
20180310,영국 GBP,1481.68,1510.86,1452.50,1496.49,1466.87,1.383
20180310,오만 OMR,2782.27,2949.20,2615.34,0.00,0.00,2.597
20180310,캐나다 CAD,831.74,848.12,815.36,840.05,823.43,0.777
20180310,스위스 CHF,1126.04,1148.22,1103.86,1137.30,1114.78,1.051
20180310,스웨덴 SEK,129.58,132.75,126.41,130.87,128.29,0.121
20180310,호주 AUD,835.21,851.66,818.76,843.56,826.86,0.780
20180310,뉴질랜드 NZD,778.33,793.66,763.00,786.11,770.55,0.727
20180310,체코 CZK,51.74,55.36,47.09,52.30,51.18,0.048
20180310,칠레 CLP,1.77,1.91,1.63,0.00,0.00,0.002
20180310,터키 TRY,280.42,302.85,257.99,283.50,277.34,0.262
20180310,몽골 MNT,0.45,0.53,0.37,0.00,0.00,0.000
20180310,이스라엘 ILS,311.01,323.45,286.13,0.00,0.00,0.290
20180310,덴마크 DKK,176.80,181.13,172.47,178.56,175.04,0.165
20180310,노르웨이 NOK,137.37,140.73,134.01,138.74,136.00,0.128
20180310,사우디아라비아 SAR,285.62,297.04,265.92,288.47,282.77,0.267
20180310,쿠웨이트 KWD,3566.15,3708.79,3280.86,3601.81,3530.49,3.329
20180310,바레인 BHD,2841.30,2954.95,2614.00,2869.71,2812.89,2.652
20180310,아랍에미리트 AED,291.63,303.29,271.51,294.54,288.72,0.272
20180310,요르단 JOD,1509.80,1570.19,1389.02,0.00,0.00,1.409
20180310,이집트 EGP,60.81,0.00,0.00,0.00,0.00,0.057
20180310,태국 THB,34.16,35.86,32.12,34.50,33.82,0.032
20180310,싱가포르 SGD,812.72,828.89,796.55,820.84,804.60,0.759
20180310,말레이시아 MYR,273.82,287.51,257.40,0.00,271.09,0.256
20180310,인도네시아 IDR 100,7.79,8.33,7.02,7.86,7.72,0.007
20180310,카타르 QAR,294.20,0.00,0.00,0.00,0.00,0.275
20180310,카자흐스탄 KZT,3.34,3.70,2.98,0.00,0.00,0.003
20180310,브루나이 BND,810.32,842.73,761.71,0.00,0.00,0.757
20180310,인도 INR,16.43,0.00,0.00,0.00,0.00,0.015
20180310,파키스탄 PKR,9.67,10.05,8.51,0.00,0.00,0.009
20180310,방글라데시 BDT,12.90,13.41,11.36,0.00,0.00,0.012
20180310,필리핀 PHP,20.55,22.39,19.73,20.75,20.35,0.019
20180310,멕시코 MXN,57.53,59.83,51.21,58.10,56.96,0.054
20180310,브라질 BRL,328.41,361.90,302.14,0.00,324.47,0.307
20180310,베트남 VND 100,4.71,5.26,4.16,4.75,4.67,0.004
20180310,남아프리카공화국 ZAR,90.05,95.45,82.85,91.13,88.97,0.084
20180310,러시아 RUB,18.79,20.10,16.73,18.97,18.61,0.018
20180310,헝가리 HUF,4.22,4.55,3.89,4.26,4.18,0.004
20180310,폴란드 PLN,313.45,338.52,288.38,316.89,310.01,0.293
20180311,미국 USD,1071.20,1089.94,1052.46,1081.60,1060.80,1.000
20180311,유럽연합 EUR,1317.04,1343.24,1290.84,1330.21,1303.87,1.230
20180311,일본 JPY,1002.57,1020.11,985.03,1012.39,992.75,0.936
20180311,중국 CNY,169.08,177.53,160.63,170.77,167.39,0.158
20180311,홍콩 HKD,136.65,139.34,133.96,138.01,135.29,0.128
20180311,대만 TWD,36.51,39.79,33.96,0.00,0.00,0.034
20180311,영국 GBP,1481.68,1510.86,1452.50,1496.49,1466.87,1.383
20180311,오만 OMR,2782.27,2949.20,2615.34,0.00,0.00,2.597
20180311,캐나다 CAD,831.74,848.12,815.36,840.05,823.43,0.777
20180311,스위스 CHF,1126.04,1148.22,1103.86,1137.30,1114.78,1.051
20180311,스웨덴 SEK,129.58,132.75,126.41,130.87,128.29,0.121
20180311,호주 AUD,835.21,851.66,818.76,843.56,826.86,0.780
20180311,뉴질랜드 NZD,778.33,793.66,763.00,786.11,770.55,0.727
20180311,체코 CZK,51.74,55.36,47.09,52.30,51.18,0.048
20180311,칠레 CLP,1.77,1.91,1.63,0.00,0.00,0.002
20180311,터키 TRY,280.42,302.85,257.99,283.50,277.34,0.262
20180311,몽골 MNT,0.45,0.53,0.37,0.00,0.00,0.000
20180311,이스라엘 ILS,311.01,323.45,286.13,0.00,0.00,0.290
20180311,덴마크 DKK,176.80,181.13,172.47,178.56,175.04,0.165
20180311,노르웨이 NOK,137.37,140.73,134.01,138.74,136.00,0.128
20180311,사우디아라비아 SAR,285.62,297.04,265.92,288.47,282.77,0.267
20180311,쿠웨이트 KWD,3566.15,3708.79,3280.86,3601.81,3530.49,3.329
20180311,바레인 BHD,2841.30,2954.95,2614.00,2869.71,2812.89,2.652
20180311,아랍에미리트 AED,291.63,303.29,271.51,294.54,288.72,0.272
20180311,요르단 JOD,1509.80,1570.19,1389.02,0.00,0.00,1.409
20180311,이집트 EGP,60.81,0.00,0.00,0.00,0.00,0.057
20180311,태국 THB,34.16,35.86,32.12,34.50,33.82,0.032
20180311,싱가포르 SGD,812.72,828.89,796.55,820.84,804.60,0.759
20180311,말레이시아 MYR,273.82,287.51,257.40,0.00,271.09,0.256
20180311,인도네시아 IDR 100,7.79,8.33,7.02,7.86,7.72,0.007
20180311,카타르 QAR,294.20,0.00,0.00,0.00,0.00,0.275
20180311,카자흐스탄 KZT,3.34,3.70,2.98,0.00,0.00,0.003
20180311,브루나이 BND,810.32,842.73,761.71,0.00,0.00,0.757
20180311,인도 INR,16.43,0.00,0.00,0.00,0.00,0.015
20180311,파키스탄 PKR,9.67,10.05,8.51,0.00,0.00,0.009
20180311,방글라데시 BDT,12.90,13.41,11.36,0.00,0.00,0.012
20180311,필리핀 PHP,20.55,22.39,19.73,20.75,20.35,0.019
20180311,멕시코 MXN,57.53,59.83,51.21,58.10,56.96,0.054
20180311,브라질 BRL,328.41,361.90,302.14,0.00,324.47,0.307
20180311,베트남 VND 100,4.71,5.26,4.16,4.75,4.67,0.004
20180311,남아프리카공화국 ZAR,90.05,95.45,82.85,91.13,88.97,0.084
20180311,러시아 RUB,18.79,20.10,16.73,18.97,18.61,0.018
20180311,헝가리 HUF,4.22,4.55,3.89,4.26,4.18,0.004
20180311,폴란드 PLN,313.45,338.52,288.38,316.89,310.01,0.293
20180312,미국 USD,1065.00,1083.63,1046.37,1075.40,1054.60,1.000
20180312,유럽연합 EUR,1311.39,1337.48,1285.30,1324.50,1298.28,1.231
20180312,일본 JPY,996.12,1013.55,978.69,1005.88,986.36,0.935
20180312,중국 CNY,167.92,176.31,159.53,169.59,166.25,0.158
20180312,홍콩 HKD,135.90,138.57,133.23,137.25,134.55,0.128
20180312,대만 TWD,36.40,39.67,33.86,0.00,0.00,0.034
20180312,영국 GBP,1475.66,1504.73,1446.59,1490.41,1460.91,1.386
20180312,오만 OMR,2766.59,2932.58,2600.60,0.00,0.00,2.598
20180312,캐나다 CAD,831.35,847.72,814.98,839.66,823.04,0.781
20180312,스위스 CHF,1119.76,1141.81,1097.71,1130.95,1108.57,1.051
20180312,스웨덴 SEK,129.25,132.41,126.09,130.54,127.96,0.121
20180312,호주 AUD,837.14,853.63,820.65,845.51,828.77,0.786
20180312,뉴질랜드 NZD,777.72,793.04,762.40,785.49,769.95,0.730
20180312,체코 CZK,51.47,55.07,46.84,52.03,50.91,0.048
20180312,칠레 CLP,1.77,1.91,1.63,0.00,0.00,0.002
20180312,터키 TRY,279.37,301.71,257.03,282.44,276.30,0.262
20180312,몽골 MNT,0.44,0.52,0.36,0.00,0.00,0.000
20180312,이스라엘 ILS,309.43,321.80,284.68,0.00,0.00,0.291
20180312,덴마크 DKK,176.03,180.34,171.72,177.79,174.27,0.165
20180312,노르웨이 NOK,136.97,140.32,133.62,138.33,135.61,0.129
20180312,사우디아라비아 SAR,283.97,295.32,264.38,286.80,281.14,0.267
20180312,쿠웨이트 KWD,3551.78,3693.85,3267.64,3587.29,3516.27,3.335
20180312,바레인 BHD,2825.31,2938.32,2599.29,2853.56,2797.06,2.653
20180312,아랍에미리트 AED,289.95,301.54,269.95,292.84,287.06,0.272
20180312,요르단 JOD,1502.12,1562.20,1381.96,0.00,0.00,1.410
20180312,이집트 EGP,60.51,0.00,0.00,0.00,0.00,0.057
20180312,태국 THB,34.01,35.71,31.97,34.35,33.67,0.032
20180312,싱가포르 SGD,809.06,825.16,792.96,817.15,800.97,0.760
20180312,말레이시아 MYR,272.24,285.85,255.91,0.00,269.52,0.256
20180312,인도네시아 IDR 100,7.74,8.28,6.97,7.81,7.67,0.007
20180312,카타르 QAR,292.42,0.00,0.00,0.00,0.00,0.275
20180312,카자흐스탄 KZT,3.32,3.68,2.96,0.00,0.00,0.003
20180312,브루나이 BND,805.60,837.82,757.27,0.00,0.00,0.756
20180312,인도 INR,16.35,0.00,0.00,0.00,0.00,0.015
20180312,파키스탄 PKR,9.63,10.01,8.48,0.00,0.00,0.009
20180312,방글라데시 BDT,12.84,13.35,11.30,0.00,0.00,0.012
20180312,필리핀 PHP,20.49,22.33,19.68,20.69,20.29,0.019
20180312,멕시코 MXN,57.19,59.47,50.90,57.76,56.62,0.054
20180312,브라질 BRL,327.16,360.53,300.99,0.00,323.24,0.307
20180312,베트남 VND 100,4.68,5.23,4.13,4.72,4.64,0.004
20180312,남아프리카공화국 ZAR,90.04,95.44,82.84,91.12,88.96,0.085
20180312,러시아 RUB,18.78,20.09,16.72,18.96,18.60,0.018
20180312,헝가리 HUF,4.21,4.54,3.88,4.25,4.17,0.004
20180312,폴란드 PLN,312.90,337.93,287.87,316.34,309.46,0.294
20180313,미국 USD,1064.50,1083.12,1045.88,1074.90,1054.10,1.000
20180313,유럽연합 EUR,1312.85,1338.97,1286.73,1325.97,1299.73,1.233
20180313,일본 JPY,1000.71,1018.22,983.20,1010.51,990.91,0.940
20180313,중국 CNY,168.27,176.68,159.86,169.95,166.59,0.158
20180313,홍콩 HKD,135.77,138.44,133.10,137.12,134.42,0.128
20180313,대만 TWD,36.36,39.63,33.82,0.00,0.00,0.034
20180313,영국 GBP,1479.97,1509.12,1450.82,1494.76,1465.18,1.390
20180313,오만 OMR,2764.94,2930.83,2599.05,0.00,0.00,2.597
20180313,캐나다 CAD,828.76,845.08,812.44,837.04,820.48,0.779
20180313,스위스 CHF,1123.31,1145.43,1101.19,1134.54,1112.08,1.055
20180313,스웨덴 SEK,129.16,132.32,126.00,130.45,127.87,0.121
20180313,호주 AUD,837.66,854.16,821.16,846.03,829.29,0.787
20180313,뉴질랜드 NZD,776.66,791.96,761.36,784.42,768.90,0.730
20180313,체코 CZK,51.58,55.19,46.94,52.14,51.02,0.049
20180313,칠레 CLP,1.76,1.90,1.62,0.00,0.00,0.002
20180313,터키 TRY,276.92,299.07,254.77,279.96,273.88,0.260
20180313,몽골 MNT,0.44,0.52,0.36,0.00,0.00,0.000
20180313,이스라엘 ILS,309.25,321.62,284.51,0.00,0.00,0.291
20180313,덴마크 DKK,176.27,180.58,171.96,178.03,174.51,0.166
20180313,노르웨이 NOK,137.41,140.77,134.05,138.78,136.04,0.129
20180313,사우디아라비아 SAR,283.83,295.18,264.25,286.66,281.00,0.267
20180313,쿠웨이트 KWD,3544.91,3686.70,3261.32,3580.35,3509.47,3.330
20180313,바레인 BHD,2823.53,2936.47,2597.65,2851.76,2795.30,2.652
20180313,아랍에미리트 AED,289.82,301.41,269.83,292.71,286.93,0.272
20180313,요르단 JOD,1500.46,1560.47,1380.43,0.00,0.00,1.410
20180313,이집트 EGP,60.38,0.00,0.00,0.00,0.00,0.057
20180313,태국 THB,34.01,35.71,31.97,34.35,33.67,0.032
20180313,싱가포르 SGD,810.74,826.87,794.61,818.84,802.64,0.762
20180313,말레이시아 MYR,272.63,286.26,256.28,0.00,269.91,0.256
20180313,인도네시아 IDR 100,7.75,8.29,6.98,7.82,7.68,0.007
20180313,카타르 QAR,292.36,0.00,0.00,0.00,0.00,0.275
20180313,카자흐스탄 KZT,3.32,3.68,2.96,0.00,0.00,0.003
20180313,브루나이 BND,805.92,838.15,757.57,0.00,0.00,0.757
20180313,인도 INR,16.38,0.00,0.00,0.00,0.00,0.015
20180313,파키스탄 PKR,9.63,10.01,8.48,0.00,0.00,0.009
20180313,방글라데시 BDT,12.82,13.33,11.29,0.00,0.00,0.012
20180313,필리핀 PHP,20.47,22.31,19.66,20.67,20.27,0.019
20180313,멕시코 MXN,57.29,59.58,50.99,57.86,56.72,0.054
20180313,브라질 BRL,326.38,359.67,300.27,0.00,322.47,0.307
20180313,베트남 VND 100,4.68,5.23,4.13,4.72,4.64,0.004
20180313,남아프리카공화국 ZAR,90.02,95.42,82.82,91.10,88.94,0.085
20180313,러시아 RUB,18.72,20.03,16.67,18.90,18.54,0.018
20180313,헝가리 HUF,4.21,4.54,3.88,4.25,4.17,0.004
20180313,폴란드 PLN,312.29,337.27,287.31,315.72,308.86,0.293
20180314,미국 USD,1066.50,1085.16,1047.84,1076.90,1056.10,1.000
20180314,유럽연합 EUR,1321.55,1347.84,1295.26,1334.76,1308.34,1.239
20180314,일본 JPY,1001.64,1019.16,984.12,1011.45,991.83,0.939
20180314,중국 CNY,168.64,177.07,160.21,170.32,166.96,0.158
20180314,홍콩 HKD,136.03,138.70,133.36,137.39,134.67,0.128
20180314,대만 TWD,36.45,39.73,33.90,0.00,0.00,0.034
20180314,영국 GBP,1489.74,1519.08,1460.40,1504.63,1474.85,1.397
20180314,오만 OMR,2770.06,2936.26,2603.86,0.00,0.00,2.597
20180314,캐나다 CAD,823.04,839.25,806.83,831.27,814.81,0.772
20180314,스위스 CHF,1130.19,1152.45,1107.93,1141.49,1118.89,1.060
20180314,스웨덴 SEK,129.81,132.99,126.63,131.10,128.52,0.122
20180314,호주 AUD,837.79,854.29,821.29,846.16,829.42,0.786
20180314,뉴질랜드 NZD,781.42,796.81,766.03,789.23,773.61,0.733
20180314,체코 CZK,51.83,55.45,47.17,52.40,51.26,0.049
20180314,칠레 CLP,1.77,1.91,1.63,0.00,0.00,0.002
20180314,터키 TRY,275.49,297.52,253.46,278.52,272.46,0.258
20180314,몽골 MNT,0.45,0.53,0.37,0.00,0.00,0.000
20180314,이스라엘 ILS,310.63,323.05,285.78,0.00,0.00,0.291
20180314,덴마크 DKK,177.42,181.76,173.08,179.19,175.65,0.166
20180314,노르웨이 NOK,137.84,141.21,134.47,139.21,136.47,0.129
20180314,사우디아라비아 SAR,284.37,295.74,264.75,287.21,281.53,0.267
20180314,쿠웨이트 KWD,3555.83,3698.06,3271.37,3591.38,3520.28,3.334
20180314,바레인 BHD,2828.84,2941.99,2602.54,2857.12,2800.56,2.653
20180314,아랍에미리트 AED,290.35,301.96,270.32,293.25,287.45,0.272
20180314,요르단 JOD,1504.23,1564.39,1383.90,0.00,0.00,1.410
20180314,이집트 EGP,60.48,0.00,0.00,0.00,0.00,0.057
20180314,태국 THB,34.16,35.86,32.12,34.50,33.82,0.032
20180314,싱가포르 SGD,813.04,829.21,796.87,821.17,804.91,0.762
20180314,말레이시아 MYR,273.39,287.05,256.99,0.00,270.66,0.256
20180314,인도네시아 IDR 100,7.78,8.32,7.01,7.85,7.71,0.007
20180314,카타르 QAR,292.91,0.00,0.00,0.00,0.00,0.275
20180314,카자흐스탄 KZT,3.32,3.68,2.96,0.00,0.00,0.003
20180314,브루나이 BND,813.47,846.00,764.67,0.00,0.00,0.763
20180314,인도 INR,16.44,0.00,0.00,0.00,0.00,0.015
20180314,파키스탄 PKR,9.63,10.01,8.48,0.00,0.00,0.009
20180314,방글라데시 BDT,12.85,13.36,11.31,0.00,0.00,0.012
20180314,필리핀 PHP,20.52,22.36,19.70,20.72,20.32,0.019
20180314,멕시코 MXN,57.33,59.62,51.03,57.90,56.76,0.054
20180314,브라질 BRL,327.15,360.51,300.98,0.00,323.23,0.307
20180314,베트남 VND 100,4.69,5.24,4.14,4.73,4.65,0.004
20180314,남아프리카공화국 ZAR,90.38,95.80,83.15,91.46,89.30,0.085
20180314,러시아 RUB,18.69,19.99,16.64,18.87,18.51,0.018
20180314,헝가리 HUF,4.24,4.57,3.91,4.28,4.20,0.004
20180314,폴란드 PLN,313.75,338.85,288.65,317.20,310.30,0.294
20180315,미국 USD,1065.00,1083.63,1046.37,1075.40,1054.60,1.000
20180315,유럽연합 EUR,1317.67,1343.89,1291.45,1330.84,1304.50,1.237
20180315,일본 JPY,1002.40,1019.94,984.86,1012.22,992.58,0.941
20180315,중국 CNY,168.90,177.34,160.46,170.58,167.22,0.159
20180315,홍콩 HKD,135.84,138.51,133.17,137.19,134.49,0.128
20180315,대만 TWD,36.48,39.76,33.93,0.00,0.00,0.034
20180315,영국 GBP,1487.54,1516.84,1458.24,1502.41,1472.67,1.397
20180315,오만 OMR,2766.23,2932.20,2600.26,0.00,0.00,2.597
20180315,캐나다 CAD,822.08,838.27,805.89,830.30,813.86,0.772
20180315,스위스 CHF,1127.46,1149.67,1105.25,1138.73,1116.19,1.059
20180315,스웨덴 SEK,130.15,133.33,126.97,131.45,128.85,0.122
20180315,호주 AUD,839.27,855.80,822.74,847.66,830.88,0.788
20180315,뉴질랜드 NZD,778.94,794.28,763.60,786.72,771.16,0.731
20180315,체코 CZK,51.80,55.42,47.14,52.36,51.24,0.049
20180315,칠레 CLP,1.77,1.91,1.63,0.00,0.00,0.002
20180315,터키 TRY,274.38,296.33,252.43,277.39,271.37,0.258
20180315,몽골 MNT,0.44,0.52,0.36,0.00,0.00,0.000
20180315,이스라엘 ILS,310.22,322.62,285.41,0.00,0.00,0.291
20180315,덴마크 DKK,176.88,181.21,172.55,178.64,175.12,0.166
20180315,노르웨이 NOK,137.82,141.19,134.45,139.19,136.45,0.129
20180315,사우디아라비아 SAR,283.97,295.32,264.38,286.80,281.14,0.267
20180315,쿠웨이트 KWD,3549.53,3691.51,3265.57,3585.02,3514.04,3.333
20180315,바레인 BHD,2824.71,2937.69,2598.74,2852.95,2796.47,2.652
20180315,아랍에미리트 AED,289.95,301.54,269.95,292.84,287.06,0.272
20180315,요르단 JOD,1500.53,1560.55,1380.49,0.00,0.00,1.409
20180315,이집트 EGP,60.39,0.00,0.00,0.00,0.00,0.057
20180315,태국 THB,34.17,35.87,32.12,34.51,33.83,0.032
20180315,싱가포르 SGD,813.44,829.62,797.26,821.57,805.31,0.764
20180315,말레이시아 MYR,272.66,286.29,256.31,0.00,269.94,0.256
20180315,인도네시아 IDR 100,7.77,8.31,7.00,7.84,7.70,0.007
20180315,카타르 QAR,292.50,0.00,0.00,0.00,0.00,0.275
20180315,카자흐스탄 KZT,3.31,3.67,2.95,0.00,0.00,0.003
20180315,브루나이 BND,813.07,845.59,764.29,0.00,0.00,0.763
20180315,인도 INR,16.43,0.00,0.00,0.00,0.00,0.015
20180315,파키스탄 PKR,9.62,10.00,8.47,0.00,0.00,0.009
20180315,방글라데시 BDT,12.83,13.34,11.30,0.00,0.00,0.012
20180315,필리핀 PHP,20.48,22.32,19.67,20.68,20.28,0.019
20180315,멕시코 MXN,57.29,59.58,50.99,57.86,56.72,0.054
20180315,브라질 BRL,326.70,360.02,300.57,0.00,322.78,0.307
20180315,베트남 VND 100,4.68,5.23,4.13,4.72,4.64,0.004
20180315,남아프리카공화국 ZAR,90.44,95.86,83.21,91.52,89.36,0.085
20180315,러시아 RUB,18.65,19.95,16.60,18.83,18.47,0.018
20180315,헝가리 HUF,4.23,4.56,3.90,4.27,4.19,0.004
20180315,폴란드 PLN,313.64,338.73,288.55,317.09,310.19,0.295
20180316,미국 USD,1069.00,1087.70,1050.30,1079.40,1058.60,1.000
20180316,유럽연합 EUR,1315.56,1341.73,1289.39,1328.71,1302.41,1.231
20180316,일본 JPY,1005.12,1022.70,987.54,1014.97,995.27,0.940
20180316,중국 CNY,168.89,177.33,160.45,170.57,167.21,0.158
20180316,홍콩 HKD,136.32,139.00,133.64,137.68,134.96,0.128
20180316,대만 TWD,36.68,39.98,34.12,0.00,0.00,0.034
20180316,영국 GBP,1489.60,1518.94,1460.26,1504.49,1474.71,1.394
20180316,오만 OMR,2776.55,2943.14,2609.96,0.00,0.00,2.597
20180316,캐나다 CAD,818.87,835.00,802.74,827.05,810.69,0.766
20180316,스위스 CHF,1123.43,1145.56,1101.30,1134.66,1112.20,1.051
20180316,스웨덴 SEK,130.62,133.82,127.42,131.92,129.32,0.122
20180316,호주 AUD,832.96,849.36,816.56,841.28,824.64,0.779
20180316,뉴질랜드 NZD,777.38,792.69,762.07,785.15,769.61,0.727
20180316,체코 CZK,51.78,55.40,47.12,52.34,51.22,0.048
20180316,칠레 CLP,1.77,1.91,1.63,0.00,0.00,0.002
20180316,터키 TRY,274.44,296.39,252.49,277.45,271.43,0.257
20180316,몽골 MNT,0.45,0.53,0.37,0.00,0.00,0.000
20180316,이스라엘 ILS,309.60,321.98,284.84,0.00,0.00,0.290
20180316,덴마크 DKK,176.62,180.94,172.30,178.38,174.86,0.165
20180316,노르웨이 NOK,138.53,141.92,135.14,139.91,137.15,0.130
20180316,사우디아라비아 SAR,285.04,296.44,265.38,287.89,282.19,0.267
20180316,쿠웨이트 KWD,3564.64,3707.22,3279.47,3600.28,3529.00,3.335
20180316,바레인 BHD,2835.47,2948.88,2608.64,2863.82,2807.12,2.653
20180316,아랍에미리트 AED,291.03,302.67,270.95,293.94,288.12,0.272
20180316,요르단 JOD,1507.76,1568.07,1387.14,0.00,0.00,1.410
20180316,이집트 EGP,60.69,0.00,0.00,0.00,0.00,0.057
20180316,태국 THB,34.25,35.96,32.20,34.59,33.91,0.032
20180316,싱가포르 SGD,813.27,829.45,797.09,821.40,805.14,0.761
20180316,말레이시아 MYR,272.74,286.37,256.38,0.00,270.02,0.255
20180316,인도네시아 IDR 100,7.79,8.33,7.02,7.86,7.72,0.007
20180316,카타르 QAR,293.60,0.00,0.00,0.00,0.00,0.275
20180316,카자흐스탄 KZT,3.32,3.68,2.96,0.00,0.00,0.003
20180316,브루나이 BND,815.04,847.64,766.14,0.00,0.00,0.762
20180316,인도 INR,16.45,0.00,0.00,0.00,0.00,0.015
20180316,파키스탄 PKR,9.65,10.03,8.50,0.00,0.00,0.009
20180316,방글라데시 BDT,12.88,13.39,11.34,0.00,0.00,0.012
20180316,필리핀 PHP,20.50,22.34,19.68,20.70,20.30,0.019
20180316,멕시코 MXN,57.16,59.44,50.88,57.73,56.59,0.054
