date,loc,no2,o3,co,so2,pm10,pm25
20170826,송파구,0.035,0.005,0.6,0.005,29,15
20170826,양천구,0.025,0.022,0.5,0.004,28,20
20170826,영등포구,,0.023,0.6,0.006,34,16
20170826,용산구,0.023,0.018,0.4,0.004,25,15
20170826,은평구,0.013,0.022,0.4,0.003,23,14
20170826,종로구,0.029,0.022,0.5,0.004,22,10
20170826,중구,0.027,0.023,0.5,0.003,25,14
20170826,중랑구,0.018,0.022,0.4,0.006,21,12
20170827,강남구,0.025,0.006,0.4,0.005,23,8
20170827,강동구,0.023,0.008,0.4,0.003,22,9
20170827,강북구,0.011,0.023,0.3,0.003,11,5
20170827,강서구,0.027,0.012,0.4,0.005,25,10
20170827,관악구,0.027,0.012,0.4,0.005,24,12
20170827,광진구,0.026,0.01,0.5,0.004,21,13
20170827,구로구,0.02,0.012,0.5,0.005,23,12
20170827,금천구,0.026,0.009,0.4,0.003,21,12
20170827,노원구,0.023,0.012,0.4,0.002,21,11
20170827,도봉구,0.022,0.012,0.4,0.004,18,10
20170827,동대문구,0.023,0.01,0.3,0.004,21,9
20170827,동작구,0.026,0.011,0.3,0.003,25,12
20170827,마포구,0.027,0.01,0.4,0.003,16,12
20170827,서대문구,0.024,0.013,0.4,0.004,18,11
20170827,서초구,0.025,0.008,0.5,0.004,23,11
20170827,성동구,0.021,0.006,0.6,0.004,21,11
20170827,성북구,0.027,0.009,0.4,0.003,23,10
20170827,송파구,0.025,0.005,0.5,0.003,19,10
20170827,양천구,0.026,0.012,0.4,0.003,20,14
20170827,영등포구,,0.011,0.5,0.005,27,11
20170827,용산구,0.023,0.008,0.4,0.003,17,10
20170827,은평구,0.011,0.02,0.2,0.003,16,8
20170827,종로구,0.025,0.013,0.4,0.003,18,7
20170827,중구,0.029,0.01,0.4,0.003,19,9
20170827,중랑구,0.019,0.01,0.4,0.006,18,9
20170828,강남구,0.03,0.003,0.4,0.004,25,8
20170828,강동구,0.026,0.005,0.4,0.003,25,12
20170828,강북구,0.02,0.011,0.4,0.003,18,11
20170828,강서구,0.04,0.003,0.5,0.006,36,21
20170828,관악구,0.041,0.007,0.6,0.005,29,17
20170828,광진구,0.026,0.01,0.5,0.004,24,16
20170828,구로구,0.034,0.002,0.6,0.006,32,20
20170828,금천구,0.038,0.005,0.5,0.004,24,18
20170828,노원구,0.03,0.007,0.4,0.002,25,15
20170828,도봉구,0.025,0.01,0.5,0.003,23,14
20170828,동대문구,0.03,0.004,0.4,0.005,27,15
20170828,동작구,0.039,0.006,0.5,0.003,29,16
20170828,마포구,0.037,0.005,0.5,0.003,24,17
20170828,서대문구,0.026,0.006,0.5,0.004,24,18
20170828,서초구,0.032,0.005,0.5,0.004,27,15
20170828,성동구,0.024,0.003,0.6,0.004,28,13
20170828,성북구,0.028,0.007,0.5,0.003,29,17
20170828,송파구,0.028,0.002,0.5,0.004,26,13
20170828,양천구,0.042,0.003,0.6,0.003,31,22
20170828,영등포구,,0.003,0.6,0.005,36,18
20170828,용산구,0.031,0.003,0.4,0.003,24,16
20170828,은평구,0.023,0.007,0.4,0.003,23,15
20170828,종로구,0.033,0.007,0.5,0.003,25,13
20170828,중구,0.037,0.004,0.5,0.003,23,15
20170828,중랑구,0.02,0.013,0.4,0.006,21,12
20170829,강남구,0.014,0.019,0.3,0.004,16,7
20170829,강동구,0.01,0.026,0.3,0.003,14,8
20170829,강북구,0.005,0.036,0.3,0.002,7,5
20170829,강서구,0.013,0.022,0.3,0.005,16,9
20170829,관악구,0.012,0.024,0.3,0.004,15,8
20170829,광진구,0.013,0.023,0.4,0.004,13,10
20170829,구로구,0.009,0.021,0.4,0.004,13,9
20170829,금천구,0.013,0.023,0.3,0.002,12,10
20170829,노원구,0.007,0.03,0.3,0.002,17,9
20170829,도봉구,0.008,0.028,0.4,0.004,13,7
20170829,동대문구,0.014,0.018,0.3,0.004,13,7
20170829,동작구,0.012,0.024,0.3,0.003,16,9
20170829,마포구,0.01,0.022,0.4,0.003,11,11
20170829,서대문구,0.017,0.022,0.4,0.004,12,9
20170829,서초구,0.008,0.022,0.4,0.004,12,8
20170829,성동구,0.014,0.013,0.5,0.004,15,8
20170829,성북구,0.011,0.026,0.3,0.002,16,9
20170829,송파구,0.012,0.021,0.4,0.003,14,8
20170829,양천구,0.014,0.02,0.3,0.002,15,11
20170829,영등포구,,0.017,0.4,0.004,17,8
20170829,용산구,0.016,0.015,0.3,0.003,14,10
20170829,은평구,0.005,0.027,0.3,0.003,11,8
20170829,종로구,0.012,0.027,0.3,0.003,12,5
20170829,중구,0.01,0.029,0.3,0.002,11,8
20170829,중랑구,0.011,0.023,0.3,0.006,12,8
20170830,강남구,0.017,0.016,0.3,0.004,21,7
20170830,강동구,0.017,0.018,0.3,0.003,20,6
20170830,강북구,0.014,0.023,0.3,0.003,12,4
20170830,강서구,0.023,0.014,0.3,0.005,26,9
20170830,관악구,0.019,0.018,0.3,0.005,19,7
20170830,광진구,0.016,0.018,0.3,0.004,16,7
20170830,구로구,0.014,0.016,0.3,0.005,18,7
20170830,금천구,0.016,0.021,0.3,0.003,14,7
20170830,노원구,0.015,0.021,0.3,0.003,20,8
20170830,도봉구,0.015,0.018,0.3,0.003,19,8
20170830,동대문구,0.021,0.015,0.3,0.004,18,6
20170830,동작구,0.017,0.018,0.2,0.003,18,7
20170830,마포구,0.017,0.017,0.3,0.003,11,8
20170830,서대문구,0.02,0.019,0.4,0.005,14,6
20170830,서초구,0.018,0.012,0.4,0.004,18,6
20170830,성동구,0.013,0.018,0.4,0.004,17,6
20170830,성북구,0.019,0.015,0.1,0.003,22,9
20170830,송파구,,,,,,6
20170830,양천구,0.018,0.016,0.3,0.002,18,10
20170830,영등포구,,0.017,0.4,0.006,23,7
20170830,용산구,0.016,0.013,0.2,0.003,13,8
20170830,은평구,0.008,0.021,0.2,0.003,14,5
20170830,종로구,0.018,0.018,0.3,0.003,15,4
20170830,중구,0.019,0.018,0.3,0.003,14,6
20170830,중랑구,0.015,0.016,0.3,0.006,16,6
20170831,강남구,0.032,0.002,0.5,0.005,31,15
20170831,강동구,0.032,0.003,0.5,0.004,30,12
20170831,강북구,0.032,0.004,0.5,0.003,22,13
20170831,강서구,0.04,0.008,0.6,0.006,39,21
20170831,관악구,0.036,0.012,0.6,0.005,32,18
20170831,광진구,0.035,0.004,0.6,0.004,27,16
20170831,구로구,0.027,0.009,0.7,0.005,33,19
20170831,금천구,0.03,0.011,0.6,0.003,27,19
20170831,노원구,0.035,0.003,0.5,0.003,30,16
20170831,도봉구,0.033,0.004,0.7,0.004,29,16
20170831,동대문구,0.035,0.003,0.5,0.005,34,15
20170831,동작구,0.032,0.014,0.6,0.003,29,20
20170831,마포구,0.04,0.004,0.7,0.003,30,19
20170831,서대문구,0.028,0.007,0.6,0.005,31,20
20170831,서초구,0.029,0.006,0.7,0.004,32,16
20170831,성동구,0.025,0.003,0.7,0.004,27,13
20170831,성북구,0.035,0.003,0.4,0.003,39,20
20170831,송파구,0.027,0.003,0.5,0.005,25,13
20170831,양천구,0.038,0.011,0.6,0.003,32,21
20170831,영등포구,,0.014,0.7,0.005,37,15
20170831,용산구,0.029,0.003,0.5,0.003,27,16
20170831,은평구,0.021,0.009,0.5,0.003,27,16
20170831,종로구,0.04,0.003,0.6,0.004,28,16
20170831,중구,0.043,0.003,0.6,0.003,31,18
20170831,중랑구,0.03,0.005,0.5,0.006,25,14
20170901,강남구,0.017,0.016,0.3,0.004,31,16
20170901,강동구,0.014,0.021,0.3,0.003,22,9
20170901,강북구,0.014,0.018,0.4,0.002,19,13
20170901,강서구,0.031,0.011,0.5,0.006,37,16
20170901,관악구,0.021,0.014,0.3,0.004,22,11
20170901,광진구,0.018,0.018,0.5,0.003,18,10
20170901,구로구,0.018,0.016,0.4,0.005,26,15
20170901,금천구,0.018,0.021,0.4,0.003,20,11
20170901,노원구,0.025,0.01,0.5,0.003,24,15
20170901,도봉구,0.025,0.01,0.6,0.003,33,20
20170901,동대문구,0.02,0.011,0.4,0.004,27,14
20170901,동작구,0.024,0.016,0.4,0.003,18,11
20170901,마포구,0.016,0.021,0.4,0.003,20,15
20170901,서대문구,0.019,0.023,0.4,0.004,22,13
20170901,서초구,0.011,0.019,0.4,0.004,24,8
20170901,성동구,0.013,0.019,0.5,0.004,24,10
20170901,성북구,0.026,0.01,0.4,0.003,38,21
20170901,송파구,0.016,0.017,0.3,0.004,19,9
20170901,양천구,0.026,0.014,0.4,0.003,25,14
20170901,영등포구,0.03,0.02,0.4,0.005,28,12
20170901,용산구,0.014,0.021,0.3,0.003,19,13
20170901,은평구,0.013,0.017,0.4,0.003,20,11
20170901,종로구,0.023,0.016,0.5,0.003,21,12
20170901,중구,0.028,0.014,0.5,0.003,23,14
20170901,중랑구,0.016,0.016,0.4,0.006,19,9
20170902,강남구,0.026,0.004,0.4,0.004,26,13
20170902,강동구,0.025,0.006,0.4,0.003,22,9
20170902,강북구,0.015,0.016,0.4,0.002,16,11
20170902,강서구,0.032,0.005,0.4,0.006,32,14
20170902,관악구,0.03,0.006,0.5,0.004,23,12
20170902,광진구,0.025,0.009,0.5,0.004,15,9
20170902,구로구,0.02,0.007,0.5,0.005,25,15
20170902,금천구,0.033,0.004,0.5,0.003,22,12
20170902,노원구,0.03,0.004,0.5,0.003,22,13
20170902,도봉구,0.025,0.006,0.5,0.004,28,15
20170902,동대문구,0.025,0.005,0.4,0.004,25,12
20170902,동작구,0.032,0.007,0.5,0.003,18,12
20170902,마포구,0.027,0.007,0.5,0.003,19,14
20170902,서대문구,0.023,0.012,0.4,0.005,24,15
20170902,서초구,0.022,0.007,0.5,0.004,24,11
20170902,성동구,0.021,0.005,0.6,0.003,23,11
20170902,성북구,0.028,0.005,0.4,0.003,32,16
20170902,송파구,0.027,0.004,0.5,0.004,24,13
20170902,양천구,0.032,0.006,0.5,0.003,24,12
20170902,영등포구,0.034,0.007,0.5,0.005,29,11
20170902,용산구,0.024,0.005,0.4,0.003,20,13
20170902,은평구,0.013,0.011,0.4,0.003,22,11
20170902,종로구,0.029,0.007,0.5,0.003,19,11
20170902,중구,0.031,0.005,0.5,0.003,20,11
20170902,중랑구,0.02,0.008,0.4,0.006,20,11
20170903,강남구,0.024,0.007,0.4,0.004,30,20
20170903,강동구,0.019,0.013,0.4,0.003,20,10
20170903,강북구,0.013,0.021,0.4,0.003,17,13
20170903,강서구,0.028,0.021,0.4,0.005,39,22
20170903,관악구,0.032,0.014,0.5,0.004,33,21
20170903,광진구,0.021,0.014,0.5,0.004,15,11
20170903,구로구,0.019,0.019,0.6,0.005,33,24
20170903,금천구,0.03,0.016,0.5,0.003,32,22
20170903,노원구,0.023,0.013,0.4,0.002,20,15
20170903,도봉구,0.018,0.018,0.5,0.004,25,16
20170903,동대문구,0.023,0.009,0.4,0.004,23,13
20170903,동작구,0.032,0.02,0.5,0.003,31,24
20170903,마포구,0.024,0.018,0.5,0.003,22,18
20170903,서대문구,0.023,0.019,0.4,0.005,26,20
20170903,서초구,0.029,0.011,0.6,0.004,30,18
20170903,성동구,0.021,0.008,0.6,0.004,25,14
20170903,성북구,0.023,0.012,0.3,0.003,29,18
20170903,송파구,0.028,0.005,0.4,0.003,22,15
20170903,양천구,0.028,0.021,0.5,0.003,32,22
20170903,영등포구,0.028,0.026,0.6,0.005,34,17
20170903,용산구,0.024,0.01,0.4,0.003,23,17
20170903,은평구,0.011,0.024,0.4,0.003,24,15
20170903,종로구,0.023,0.017,0.4,0.003,18,13
20170903,중구,0.028,0.016,0.4,0.003,21,14
20170903,중랑구,0.014,0.016,0.4,0.006,17,11
20170904,강남구,0.027,0.011,0.4,0.005,38,24
20170904,강동구,0.026,0.011,0.4,0.003,27,15
20170904,강북구,0.015,0.037,0.4,0.003,26,23
20170904,강서구,0.035,0.018,0.5,0.006,44,30
20170904,관악구,0.041,0.009,0.6,0.005,38,27
20170904,광진구,0.025,0.018,0.6,0.004,21,16
20170904,구로구,0.019,0.019,0.6,0.006,34,26
20170904,금천구,0.03,0.018,0.6,0.003,36,28
20170904,노원구,0.03,0.027,0.5,0.003,30,25
20170904,도봉구,0.022,0.033,0.5,0.003,33,23
20170904,동대문구,0.025,0.016,0.4,0.004,37,24
20170904,동작구,0.039,0.018,0.5,0.003,37,29
20170904,마포구,0.026,0.026,0.6,0.003,35,28
20170904,서대문구,0.024,0.027,0.5,0.005,33,28
20170904,서초구,0.034,0.009,0.6,0.004,37,24
20170904,성동구,0.025,0.008,0.6,0.004,30,18
20170904,성북구,0.03,0.022,0.5,0.003,47,32
20170904,송파구,0.032,0.004,0.5,0.005,30,19
20170904,양천구,0.034,0.021,0.5,0.003,35,26
20170904,영등포구,0.038,0.021,0.6,0.005,39,21
20170904,용산구,0.026,0.013,0.4,0.003,33,24
20170904,은평구,0.014,0.033,0.5,0.003,33,25
20170904,종로구,0.027,0.026,0.5,0.003,31,23
20170904,중구,0.034,0.024,0.5,0.003,33,25
20170904,중랑구,0.02,0.021,0.4,0.006,27,19
20170905,강남구,0.029,0.007,0.4,0.004,26,11
20170905,강동구,0.028,0.009,0.4,0.003,23,12
20170905,강북구,0.023,0.017,0.4,0.003,16,13
20170905,강서구,0.045,0.007,0.4,0.006,28,15
20170905,관악구,0.039,0.005,0.4,0.005,22,12
20170905,광진구,0.026,0.016,0.5,0.004,17,12
20170905,구로구,0.021,0.007,0.5,0.005,23,14
20170905,금천구,0.024,0.015,0.3,0.003,15,9
20170905,노원구,0.036,0.008,0.4,0.003,19,14
20170905,도봉구,0.032,0.011,0.5,0.005,24,18
20170905,동대문구,0.028,0.012,0.4,0.004,24,13
20170905,동작구,0.039,0.007,0.4,0.003,17,12
20170905,마포구,0.037,0.012,0.5,0.003,21,17
20170905,서대문구,0.026,0.019,0.3,0.004,23,17
20170905,서초구,0.031,0.007,0.5,0.004,24,13
20170905,성동구,0.027,0.005,0.6,0.003,25,13
20170905,성북구,0.039,0.007,0.4,0.003,32,20
20170905,송파구,0.03,0.004,0.4,0.004,22,13
20170905,양천구,0.042,0.005,0.5,0.003,21,13
20170905,영등포구,0.043,0.009,0.5,0.005,26,13
20170905,용산구,0.031,0.006,0.4,0.003,22,15
20170905,은평구,0.017,0.019,0.4,0.003,16,11
20170905,종로구,0.034,0.015,0.5,0.003,21,13
20170905,중구,0.043,0.01,0.5,0.003,22,15
20170905,중랑구,0.025,0.013,0.4,0.006,20,13
20170906,강남구,0.027,0.002,0.4,0.005,24,14
20170906,강동구,,,,,,
20170906,강북구,0.034,0.003,0.5,0.003,17,13
20170906,강서구,0.045,0.002,0.5,0.007,39,19
20170906,관악구,0.045,0.002,0.6,0.005,30,17
20170906,광진구,0.03,0.006,0.5,0.004,17,13
20170906,구로구,0.025,0.002,0.7,0.005,31,18
20170906,금천구,0.042,0.002,0.6,0.004,28,18
20170906,노원구,0.036,0.002,0.5,0.003,20,15
20170906,도봉구,0.032,0.003,0.6,0.003,27,16
20170906,동대문구,0.034,0.002,0.5,0.005,28,15
20170906,동작구,0.04,0.003,0.6,0.004,23,16
20170906,마포구,0.038,0.003,0.6,0.003,25,17
20170906,서대문구,0.03,0.003,0.5,0.004,28,19
20170906,서초구,0.03,0.003,0.6,0.004,29,15
20170906,성동구,0.023,0.002,0.6,0.004,26,14
20170906,성북구,0.036,0.003,0.4,0.003,33,17
20170906,송파구,0.026,0.002,0.4,0.003,22,14
20170906,양천구,0.043,0.002,0.6,0.003,29,18
20170906,영등포구,0.043,0.007,0.7,0.005,30,15
20170906,용산구,0.027,0.002,0.5,0.003,22,15
20170906,은평구,0.027,0.004,0.6,0.003,25,15
20170906,종로구,0.04,0.002,0.6,0.003,21,13
20170906,중구,0.042,0.001,0.6,0.003,24,15
20170906,중랑구,0.023,0.006,0.4,0.005,20,13
20170907,강남구,0.027,0.013,0.4,0.005,31,17
20170907,강동구,0.03,0.002,0.5,0.003,28,16
20170907,강북구,0.014,0.018,0.3,0.002,17,15
20170907,강서구,0.036,0.013,0.4,0.005,25,14
20170907,관악구,0.033,0.013,0.4,0.004,20,13
20170907,광진구,0.034,0.007,0.6,0.003,31,27
20170907,구로구,0.021,0.013,0.5,0.005,22,15
20170907,금천구,0.034,0.008,0.5,0.003,19,15
20170907,노원구,0.028,0.007,0.4,0.002,25,21
20170907,도봉구,0.022,0.013,0.5,0.004,24,14
20170907,동대문구,0.025,0.013,0.4,0.004,23,15
20170907,동작구,0.035,0.01,0.4,0.003,22,16
20170907,마포구,0.024,0.024,0.4,0.003,15,13
20170907,서대문구,0.022,0.024,0.4,0.004,18,14
20170907,서초구,0.027,0.013,0.5,0.004,20,13
20170907,성동구,0.023,0.007,0.6,0.004,21,11
20170907,성북구,0.027,0.011,0.3,0.003,30,20
20170907,송파구,0.026,0.002,0.5,0.003,25,13
20170907,양천구,0.036,0.013,0.4,0.003,20,16
20170907,영등포구,0.036,0.019,0.5,0.004,23,13
20170907,용산구,0.02,0.011,0.4,0.003,18,14
20170907,은평구,0.017,0.016,0.4,0.003,17,12
20170907,종로구,0.028,0.019,0.5,0.003,19,15
20170907,중구,0.032,0.016,0.5,0.002,19,14
20170907,중랑구,0.024,0.009,0.4,0.006,22,15
20170909,강남구,0.036,0.006,0.6,0.005,65,34
20170909,강동구,0.039,0.002,0.7,0.004,43,23
20170909,강북구,0.017,0.024,0.5,0.003,41,34
20170909,강서구,0.027,0.026,0.6,0.008,76,46
20170909,관악구,0.042,0.006,0.8,0.005,65,45
20170909,광진구,0.049,0.008,0.9,0.005,40,31
20170909,구로구,0.031,0.007,0.9,0.008,67,48
20170909,금천구,0.032,0.008,0.8,0.004,93,70
20170909,노원구,0.037,0.007,0.7,0.003,42,33
20170909,도봉구,0.026,0.019,0.7,0.003,48,30
20170909,동대문구,0.036,0.01,0.6,0.005,48,30
20170909,동작구,0.035,0.012,0.8,0.004,90,77
20170909,마포구,0.026,0.027,0.8,0.004,55,45
20170909,서대문구,0.024,0.019,0.6,0.004,48,37
20170909,서초구,0.032,0.012,0.9,0.006,59,35
20170909,성동구,0.026,0.008,0.8,0.004,45,26
20170909,성북구,0.034,0.013,0.6,0.003,57,37
20170909,송파구,0.04,0.003,0.7,0.005,44,27
20170909,양천구,0.025,0.027,0.7,0.007,94,76
20170909,영등포구,0.033,0.025,0.8,0.009,67,36
20170909,용산구,0.013,0.012,0.4,0.001,48,33
20170909,은평구,0.02,0.017,0.8,0.003,45,30
20170909,종로구,0.033,0.019,0.7,0.003,58,44
20170909,중구,0.04,0.017,0.7,0.003,67,55
20170909,중랑구,0.022,0.014,0.6,0.006,39,26
20170910,강남구,0.028,0.008,0.6,0.005,65,35
20170910,강동구,0.028,0.006,0.6,0.003,52,31
20170910,강북구,0.015,0.023,0.5,0.003,40,35
20170910,강서구,0.034,0.011,0.7,0.006,59,39
20170910,관악구,0.042,0.005,0.8,0.004,49,36
20170910,광진구,0.032,0.018,0.9,0.003,41,32
20170910,구로구,0.029,0.009,0.8,0.006,53,41
20170910,금천구,0.039,0.004,0.8,0.004,53,42
20170910,노원구,0.032,0.009,0.7,0.003,43,35
20170910,도봉구,0.022,0.015,0.7,0.003,50,32
20170910,동대문구,0.032,0.01,0.5,0.005,51,33
20170910,동작구,0.043,0.007,0.7,0.004,57,47
20170910,마포구,0.03,0.015,0.7,0.003,46,38
20170910,서대문구,0.022,0.021,0.5,0.004,45,36
20170910,서초구,0.032,0.008,0.8,0.004,54,33
20170910,성동구,0.023,0.009,0.8,0.004,49,28
20170910,성북구,0.032,0.01,0.6,0.003,62,42
20170910,송파구,0.033,0.004,0.6,0.004,45,27
20170910,양천구,0.04,0.008,0.7,0.003,64,48
20170910,영등포구,0.039,0.012,0.7,0.005,58,33
20170910,용산구,0.014,0.008,0.4,0.001,48,36
20170910,은평구,0.015,0.023,0.7,0.003,42,31
20170910,종로구,0.037,0.012,0.7,0.003,40,32
20170910,중구,0.041,0.01,0.7,0.003,47,35
20170910,중랑구,0.018,0.017,0.6,0.006,43,31
20170911,강남구,0.019,0.019,0.4,0.005,36,27
20170911,강동구,0.02,0.017,0.5,0.003,31,20
20170911,강북구,0.008,0.04,0.4,0.002,24,22
20170911,강서구,0.024,0.022,0.5,0.005,36,26
20170911,관악구,0.029,0.016,0.5,0.003,30,22
20170911,광진구,0.019,0.031,0.7,0.002,25,22
20170911,구로구,0.021,0.02,0.5,0.005,30,24
20170911,금천구,0.023,0.024,0.5,0.003,32,26
20170911,노원구,0.014,0.032,0.5,0.002,27,24
20170911,도봉구,0.013,0.031,0.5,0.004,28,18
20170911,동대문구,0.027,0.014,0.4,0.004,31,22
20170911,동작구,0.027,0.02,0.5,0.003,36,32
20170911,마포구,0.016,0.034,0.5,0.003,29,25
20170911,서대문구,0.017,0.036,0.4,0.004,24,21
20170911,서초구,0.022,0.018,0.6,0.004,33,22
20170911,성동구,0.015,0.024,0.6,0.004,29,22
20170911,성북구,0.019,0.026,0.4,0.002,40,24
20170911,송파구,0.022,0.019,0.5,0.004,27,18
20170911,양천구,0.027,0.021,0.5,0.003,38,31
20170911,영등포구,0.029,0.025,0.5,0.004,32,20
20170911,용산구,0.007,0.021,0.3,0.001,29,23
20170911,은평구,0.01,0.039,0.5,0.003,23,16
20170911,종로구,0.022,0.028,0.5,0.003,29,23
20170911,중구,0.025,0.029,0.5,0.003,32,27
20170911,중랑구,0.018,0.019,0.4,0.006,27,20
20170912,강남구,0.027,0.002,0.4,0.005,,
20170912,강동구,0.024,0.001,0.4,0.003,20,7
20170912,강북구,0.016,0.011,0.4,0.002,11,4
20170912,강서구,0.037,0.005,0.5,0.006,30,13
20170912,관악구,0.038,0.003,0.6,0.004,26,13
20170912,광진구,0.036,0.006,0.7,0.003,13,8
20170912,구로구,0.025,0.004,0.7,0.006,28,17
20170912,금천구,0.033,0.004,0.5,0.004,20,13
20170912,노원구,0.03,0.004,0.5,0.002,11,8
20170912,도봉구,0.023,0.005,0.5,0.003,16,7
20170912,동대문구,0.033,0.003,0.4,0.004,19,8
20170912,동작구,0.032,0.006,0.5,0.003,17,11
20170912,마포구,0.031,0.004,0.6,0.003,14,13
20170912,서대문구,0.023,0.011,0.5,0.004,18,11
20170912,서초구,0.026,0.004,0.7,0.004,20,10
20170912,성동구,0.019,0.002,0.7,0.004,19,8
20170912,성북구,0.03,0.003,0.5,0.002,20,11
20170912,송파구,0.023,0.002,0.5,0.004,19,7
20170912,양천구,0.036,0.004,0.5,0.003,19,13
20170912,영등포구,0.04,0.005,0.6,0.005,28,12
20170912,용산구,0.025,0.001,0.2,0.003,14,10
20170912,은평구,0.018,0.009,0.5,0.003,14,7
20170912,종로구,0.036,0.003,0.6,0.003,13,8
20170912,중구,0.039,0.002,0.6,0.003,15,9
20170912,중랑구,0.019,0.008,0.4,0.006,13,6
20170913,강남구,0.031,0.006,0.4,0.005,23,10
20170913,강동구,0.029,0.004,0.4,0.003,27,8
20170913,강북구,0.015,0.029,0.3,0.003,13,4
20170913,강서구,0.031,0.011,0.4,0.005,22,10
20170913,관악구,0.029,0.011,0.4,0.004,21,8
20170913,광진구,0.04,0.01,0.6,0.003,19,9
20170913,구로구,0.021,0.013,0.5,0.006,25,10
20170913,금천구,0.023,0.018,0.4,0.003,13,8
20170913,노원구,0.029,0.012,0.3,0.002,17,9
20170913,도봉구,,,,,,
20170913,동대문구,0.035,0.009,0.4,0.005,22,8
20170913,동작구,0.025,0.018,0.4,0.003,13,7
20170913,마포구,0.027,0.014,0.5,0.003,14,12
20170913,서대문구,0.022,0.026,0.4,0.005,17,9
20170913,서초구,0.025,0.009,0.5,0.004,19,8
20170913,성동구,0.026,0.005,0.6,0.004,23,8
20170913,성북구,0.027,0.014,0.4,0.003,25,10
20170913,송파구,0.032,0.003,0.4,0.004,24,3
20170913,양천구,0.029,0.012,0.4,0.003,20,11
20170913,영등포구,0.035,0.013,0.4,0.005,27,8
20170913,용산구,0.025,0.009,0.2,0.003,15,8
20170913,은평구,0.02,0.016,0.5,0.003,15,7
20170913,종로구,0.031,0.014,0.5,0.003,15,8
20170913,중구,0.037,0.013,0.5,0.003,18,9
20170913,중랑구,0.02,0.018,0.4,0.006,18,7
20170914,강남구,0.032,0.004,0.4,0.005,29,13
20170914,강동구,0.029,0.004,0.4,0.003,31,12
20170914,강북구,0.016,0.019,0.3,0.003,19,6
20170914,강서구,0.037,0.006,0.5,0.006,41,16
20170914,관악구,0.038,0.003,0.5,0.004,29,12
20170914,광진구,0.04,0.009,0.6,0.004,24,13
20170914,구로구,0.025,0.008,0.5,0.005,34,16
20170914,금천구,0.036,0.005,0.5,0.004,21,12
20170914,노원구,0.029,0.009,0.4,0.001,27,14
20170914,도봉구,0.025,0.012,0.5,0.004,32,14
20170914,동대문구,0.036,0.005,0.4,0.005,36,14
20170914,동작구,0.038,0.004,0.5,0.003,23,12
20170914,마포구,0.031,0.008,0.5,0.004,25,15
20170914,서대문구,0.027,0.009,0.5,0.005,28,13
20170914,서초구,0.029,0.006,0.5,0.005,33,13
20170914,성동구,0.024,0.008,0.6,0.004,34,12
20170914,성북구,0.031,0.007,0.4,0.003,40,16
20170914,송파구,0.03,0.004,0.5,0.004,28,14
20170914,양천구,0.033,0.007,0.4,0.003,26,14
20170914,영등포구,0.034,0.008,0.5,0.005,38,11
20170914,용산구,0.026,0.007,0.3,0.004,27,13
20170914,은평구,0.02,0.012,0.5,0.003,22,9
20170914,종로구,0.034,0.007,0.5,0.004,25,13
20170914,중구,0.039,0.006,0.5,0.003,27,13
20170914,중랑구,0.019,0.015,0.4,0.006,27,11
20170915,강남구,0.016,0.019,0.3,0.005,17,15
20170915,강동구,0.006,0.025,0.3,0.003,19,8
20170915,강북구,0.014,0.02,0.3,0.002,12,4
20170915,강서구,0.019,0.022,0.3,0.005,21,10
20170915,관악구,0.018,0.019,0.3,0.004,19,8
20170915,광진구,0.013,0.03,0.4,0.003,13,9
20170915,구로구,0.011,0.025,0.3,0.005,20,12
20170915,금천구,0.015,0.026,0.3,0.003,16,10
20170915,노원구,0.026,0.013,0.4,0.001,18,12
20170915,도봉구,0.028,0.01,0.4,0.003,20,11
20170915,동대문구,0.024,0.013,0.3,0.004,20,9
20170915,동작구,0.02,0.017,0.3,0.003,16,10
20170915,마포구,0.014,0.026,0.4,0.003,15,12
20170915,서대문구,0.021,0.025,0.4,0.004,17,12
20170915,서초구,0.005,0.023,0.3,0.004,18,9
20170915,성동구,0.011,0.026,0.5,0.004,22,10
20170915,성북구,0.03,0.008,0.4,0.003,23,11
20170915,송파구,0.017,0.021,0.3,0.003,19,11
20170915,양천구,0.018,0.022,0.3,0.003,16,10
20170915,영등포구,0.011,0.03,0.4,0.005,21,9
20170915,용산구,0.011,0.026,0.2,0.003,14,11
20170915,은평구,0.011,0.033,0.4,0.003,14,8
20170915,종로구,0.022,0.02,0.4,0.003,15,9
20170915,중구,0.029,0.016,0.4,0.003,17,10
20170915,중랑구,0.013,0.024,0.3,0.006,18,9
20170916,강남구,0.015,0.018,0.3,0.004,10,4
20170916,강동구,0.006,0.024,0.3,0.002,10,4
20170916,강북구,0.011,0.025,0.2,0.002,8,3
20170916,강서구,0.012,0.022,0.2,0.005,14,5
20170916,관악구,0.015,0.021,0.2,0.004,11,4
20170916,광진구,0.017,0.027,0.3,0.003,8,4
20170916,구로구,0.011,0.024,0.3,0.005,9,5
20170916,금천구,0.013,0.026,0.3,0.003,8,5
20170916,노원구,0.014,0.027,0.3,0.001,10,6
20170916,도봉구,0.008,0.024,0.3,0.004,9,5
20170916,동대문구,0.018,0.017,0.3,0.004,9,4
20170916,동작구,0.018,0.021,0.2,0.002,8,5
20170916,마포구,0.005,0.029,0.3,0.003,6,7
20170916,서대문구,0.017,0.031,0.4,0.004,8,4
20170916,서초구,0.007,0.022,0.3,0.004,9,4
